speed_avg,acc_avg_p,acc_avg_n,speed_var,acc_var_p,acc_var_n,labels
16.76118,0.42299,-0.19135,33.3707,0.22293,0.12099,0.0
14.85392,0.56145,-0.3385,8.80376,0.1861,0.19558,0.0
11.54749,0.53455,-0.36516,18.90157,0.20348,0.27497,0.0
8.09767,0.57043,-0.44384,22.3536,0.13994,0.29492,1.0
7.2773,0.54061,-0.35795,11.54865,0.15125,0.20417,1.0
8.20336,0.59789,-0.25571,17.42067,0.17656,0.0751,1.0
14.46841,0.57969,-0.36754,21.97784,0.21723,0.23505,0.0
9.8227,0.71375,-0.39246,23.72327,0.19802,0.21575,0.0
5.85895,0.42522,-0.17915,3.28016,0.07652,0.07592,1.0
13.22862,0.45297,-0.28555,19.20402,0.48149,1.06937,0.0
7.84024,0.49945,-0.21515,21.73727,0.10637,0.06581,1.0
11.9422,0.57847,-0.32844,30.50328,0.21612,0.21646,0.0
10.73798,0.46297,-0.27581,20.96127,0.09515,0.12309,0.0
5.03968,0.64565,-0.53656,12.10309,0.23913,0.38679,1.0
6.76615,0.56088,-0.51781,14.83857,0.1382,0.22821,1.0
11.78767,0.35477,-0.18402,6.85998,0.07003,0.08474,1.0
12.44998,0.35569,-0.15302,4.72883,0.07774,0.05512,1.0
16.73113,0.46626,-0.22817,40.51169,0.13681,0.14597,0.0
5.68512,0.42511,-0.27412,46.91871,0.08395,0.15698,2.0
12.49156,0.5254,-0.38245,31.20256,0.14579,0.29405,0.0
9.66547,0.6844,-0.51693,26.7051,0.23043,0.32728,0.0
9.17252,0.72526,-0.54057,26.04791,0.40918,0.42503,0.0
8.20593,0.73896,-0.52151,21.93192,0.25537,0.39061,1.0
9.8167,0.74154,-0.37757,40.84939,0.33918,0.38131,0.0
6.25989,0.69039,-0.52441,20.83868,0.2394,0.46172,1.0
12.61862,0.56828,-0.36495,36.12762,0.18172,0.23373,0.0
25.55898,0.34228,-0.10538,33.70413,0.77873,0.37313,0.0
14.43572,0.59189,-0.26192,18.32049,0.26252,0.3425,0.0
10.2386,0.61125,-0.42228,45.875,0.27648,0.23226,0.0
9.63011,0.50514,-0.28227,39.39119,0.12707,0.13948,0.0
11.6331,0.47175,-0.20941,36.03957,0.7927,0.41233,0.0
14.14007,0.42147,-0.26491,30.38438,0.09245,0.09775,0.0
5.06944,0.65976,-0.2401,14.39827,0.25798,0.10416,1.0
10.47329,0.45373,-0.27251,27.83185,0.10632,0.18592,0.0
13.38463,0.42831,-0.25823,9.6354,0.07019,0.14178,0.0
9.63429,0.59183,-0.33148,13.15563,0.14914,0.18341,1.0
9.52328,0.59698,-0.4174,25.62099,0.14829,0.26816,0.0
10.372,0.66463,-0.43772,24.30302,0.2339,0.42308,0.0
13.73202,0.48751,-0.30134,34.15433,0.13398,0.16779,0.0
11.60633,0.54786,-0.29091,6.58817,0.14544,0.14564,1.0
17.97076,0.43655,-0.26732,63.29349,0.12213,0.13419,2.0
9.96914,0.67708,-0.33153,15.26759,0.22875,0.21058,1.0
7.32043,0.53962,-0.42458,13.18948,0.24531,0.18589,1.0
6.78339,0.43367,-0.24095,12.21016,0.08144,0.12871,1.0
11.64327,0.62274,-0.39125,35.03918,0.1622,0.25498,0.0
23.20567,0.32993,-0.08049,58.11971,0.2401,0.04005,0.0
11.57823,0.50138,-0.4154,18.5425,0.10024,0.20695,0.0
14.76197,0.4826,-0.34812,54.22503,0.15173,0.27385,2.0
7.79253,0.48812,-0.29073,15.34038,0.09702,0.09651,1.0
11.02328,0.57443,-0.38826,29.5452,0.1602,0.24526,0.0
23.5961,0.29952,-0.0738,54.08396,0.06344,0.14162,0.0
9.78063,0.64147,-0.48539,16.01172,0.23238,0.26258,1.0
14.25326,0.54564,-0.31166,27.5616,1.40343,0.38928,0.0
16.35259,0.42584,-0.2753,23.85189,0.93093,0.20544,0.0
15.76984,0.58917,-0.41472,6.89485,0.18435,0.2375,0.0
5.66708,0.41124,-0.23171,5.77718,0.13059,0.07903,1.0
10.54664,0.65823,-0.35319,38.43823,0.20107,0.20358,0.0
11.70544,0.61744,-0.38997,27.86678,0.22249,0.17615,0.0
8.54478,0.64864,-0.37117,22.85411,0.21593,0.35949,1.0
11.5417,0.69458,-0.39988,24.61801,1.35959,1.06099,0.0
9.3208,0.42939,-0.20589,9.03699,0.10362,0.16999,1.0
17.00922,0.31927,-0.10713,47.34599,0.06342,0.06789,0.0
5.96201,0.39006,-0.17205,2.77313,0.06104,0.05896,1.0
10.41468,0.54694,-0.35097,23.00011,0.19978,0.21149,0.0
6.01494,0.50311,-0.27771,19.73035,0.14765,0.13178,1.0
7.77899,0.81848,-0.51354,15.2397,0.64748,0.35143,1.0
9.08241,0.45124,-0.22418,12.06431,0.12599,0.09792,1.0
5.5778,0.38937,-0.18008,2.8425,0.06685,0.07956,1.0
21.28171,0.62181,-0.23983,20.58064,5.21699,0.09736,0.0
19.90711,0.45071,-0.22475,37.03785,0.10404,0.13702,0.0
8.23842,0.696,-0.51298,21.32768,0.23489,0.40132,1.0
13.44723,0.54609,-0.34273,35.19793,0.14622,0.25224,0.0
14.10682,0.5053,-0.36321,22.81498,0.1392,0.27656,0.0
10.73755,0.49316,-0.46204,33.2021,0.12584,0.45661,0.0
11.08907,0.57031,-0.41558,47.04659,0.19027,0.291,0.0
7.62709,0.43072,-0.17488,7.22601,0.0947,0.1122,1.0
12.06966,0.44291,-0.27355,26.5911,0.10617,0.23388,0.0
16.57456,0.53562,-0.33893,27.32936,0.52616,0.21269,0.0
11.60563,0.56878,-0.31704,24.65877,0.1916,0.2073,0.0
10.24256,0.52062,-0.24474,20.96462,0.14774,0.1606,0.0
10.339,0.57105,-0.43974,40.18139,0.20275,0.27824,0.0
9.55204,0.64615,-0.48008,35.60718,0.21198,0.30505,0.0
0.61431,20.7738,-6.48824,3.21207,157.16613,155.55037,3.0
7.05289,5.79418,-5.4984,7.84223,35.10858,45.35042,3.0
29.67587,0.34761,-0.14265,122.43535,0.06246,0.10009,3.0
36.28067,0.28253,-0.13618,15.3921,0.0215,0.09518,3.0
5.16768,1.55219,-0.29076,21.14682,14.16196,0.5535,3.0
20.24562,0.8867,-0.29756,63.84865,8.90547,3.34292,3.0
19.02231,0.60658,-0.32035,106.57556,2.1546,1.33795,3.0
16.17943,0.67307,-0.33485,126.9623,5.6232,1.4354,3.0
11.41708,0.80448,-0.55354,50.39723,0.88018,6.63588,3.0
12.29132,0.50051,-0.26482,105.52588,0.12477,0.11152,3.0
17.15377,0.41521,-0.22441,107.56964,0.08036,0.14307,3.0
19.54338,0.65478,-0.31796,50.15673,18.76724,2.01033,3.0
2.90258,4.42428,-0.17239,66.25075,52.25469,2.42234,3.0
15.50199,0.85066,-0.31559,141.90511,7.67689,2.81976,3.0
17.41845,0.59597,-0.29775,131.91468,2.68137,1.39363,3.0
15.92778,0.93722,-0.55988,33.55003,8.16032,4.16842,3.0
5.58772,0.85987,-0.61969,16.8408,0.74233,14.51846,3.0
16.80937,0.33038,-0.21152,109.36114,0.05136,0.08019,3.0
15.95912,0.49662,-0.50719,97.43497,0.08087,0.2642,3.0
0.00103,2.18293,-0.00618,0.00114,0.0,0.04106,3.0
13.61942,1.02952,-0.49709,57.6741,8.90776,3.73473,3.0
3.47469,1.37896,-0.17448,8.86124,6.23358,0.28997,3.0
